id	output	model_output	instruction
8676	1	1:斯文人	請根據以下輸入回答選擇題，並以數字回答:;說明:洪士毅一個人這樣坐在門房裡想，身靠了桌子，雙手捧了頭，只管望著壁上。那壁 上正懸了一張麵粉公司的時裝美女畫，自己對了那紅是紅白是白的美人臉想著，天 下事，各人找各人的配對，才子配佳人，蠢婦就配俗子；我雖不是什麼才子，總也 是個斯文人，要找女人，也要找美女畫上這樣的人，怎能夠那樣無聊，去找一個撿 煤核的女郎呢？和那種撿煤核的女郎去談愛情，豈不是笑話嗎？還不如對了這美女 畫看看，倒可以心裡乾淨、眼裡乾淨呢。吃了三天飽飯，我就想到男女問題上去， 人心真是無足的呀，算了吧，不要提到這上面去了。自己對著美女畫打了個哈哈， 也就不再想了。窗子外的風，帶著飛沙，呼呼又瑟瑟地作響，在一陣幻想之後，增 加了自己無限的苦悶。躺在用木板搭的一張鋪上，伸了一個懶腰，就隨手向枕頭下 掏索著。不料這隨手一掏，卻掏出了一本新式裝訂的書，翻著兩頁書看時，卻是一 部描寫男女愛情生活的小說。書裡描寫愛情的地方，卻是異常地熱烈，看個手不釋 卷，整整地看了一晚上。 ;問題:請問根據此段文章，洪士毅覺得自己是什麼人？1:斯文人,2:貴人,3:公子,4:王子
6646	1	1:車禍	請根據以下輸入回答選擇題，並以數字回答:;說明:(臺北)臺北市義消大隊北投分隊.曾潤松隊員,昨天淩晨趕赴火場.協助救災時;發生車禍.傷重不治!中午,內政部.葉俊榮部長,在.消防署.陳文龍署長的陪同下,專程前往.慰問家屬,並指示從優撫卹! 記者 靳傑   報導臺北市義消大隊.北投光明分隊,曾潤松隊員,週四淩晨兩點多,接獲大業路養雞場火警通報,騎機車趕赴火場救援,不料中途車輛失控.撞及電桿身亡!上午.內政部.葉俊榮部長,在.消防署.陳文龍署長,和.臺北市消防局.吳俊鴻局長等人的陪同下,專程前往.北投區新興路,他的家中.慰問家屬;並指示:協助治喪,從優撫卹~VOICE不幸因公死亡的.曾潤松隊員,享年60歲,身後遺有妻子,和.兩名已成年的兒子;根據臺北市義消大隊表示,曾潤松隊員,投入義消工作20多年;並曾擔任義警職務!因為積極投入工作,在.義消,和.義警生涯,都曾榮獲優良人員.事蹟表揚;此次出勤途中,車禍身亡;令人意外.不捨!而.臺北市長柯文哲獲悉噩耗,上午也指派鄧家基副市長,向家屬表達慰問之意!;問題:曾隊員如何過世？1:車禍,2:意外,3:救災時不幸身亡,4:自殺
1762	2	50箱鳳梨換回3286元	請根據以下輸入回答選擇題，並以數字回答:;說明:今年多項農作物產銷失衡，有農戶抱怨近來鳳梨價低迷，導致7成鳳梨爛田裡，卻引發農委會駁斥假新聞風波。對此，臉書農業社團「Lin bay 好油」版主林裕紘質疑，農民提出的交易資料就是「鐵的證據」，上（6）月27日50箱鳳梨只換回3286元，這如果不是價格崩盤，那什麼才是崩盤？「假新聞破功的應該是農委會，主委要不要關3天阿！」他指出，高雄黃姓農民上月27日送到北農台北第二果菜批發市場的50箱鳳梨，平均單價只有6.2元，等於527公斤鳳梨只換回3,286元，變成農民還要倒貼錢的場面，獲利比運銷成本還低，因此剩下的7成鳳梨價格放在田裡面爛，不採收是很合理。但反觀農委會各單位提出的資料，他質疑，內門農會以今年初農民分批採收賣出1,996箱、平均每公斤22.5元的高價數據，反駁農友鳳梨都賣到高價，沒有血本無歸、沒有低價的狀況，還靠農會共同運銷或外銷到市場。林裕紘說，農委會拿過去高價的時間，卻不肯貼出最近農民低價的交易資料，這不是反而刻意模糊焦點？反問農委會說別人假新聞破功，假新聞破功的應該是農委會，這樣主委要不要關3天阿！有網友在農委會的打假發文留言，「農民的哭訴都是假的！報導的真相也是假的，只有官員的幹話是真的！」「農委會的功能變成在抓假新聞囉？」網友批，「如果一堆假新聞，賴清德何必吃香蕉？中油為什收鳳梨」。;問題:50箱鳳梨換多少錢1:2486,2:2386,3:2283,4:2658
10666	2	2:20歲	請根據以下輸入回答選擇題，並以數字回答:;說明:蔡英文總統就職周年前夕，各界紛紛發表執政滿意度調查。民進黨中央黨部調查顯示有九成二民眾認為政府應該保障勞工權益。但高教工會則是批評新政府對於大學兼職教師保障，反而比不上舊政府。記者王汝聰報導新政府執政即將滿周年，民進黨中央黨部發布本月十六至十八日針對全省1123位20歲以上有投票權公民電話民調結果，民進黨副秘書長徐佳青表示，調查顯示蔡總統的支持度在選民的黨籍上有很大的差異~~勞工政策也成為各界關注的焦點。民進黨發言人吳沛憶表示，年青選民對於蔡總統的勞工政策明顯支持~~高教工會則是批評蔡政府對於大學兼職教師的權益維護不力，甚至去年四月間教育部已接近同意大學兼職老師納入勞保，蔡政府教育部卻改以行政命令規範，對於兼職老師的工作權也沒有保障~~唯一可以確定的是，民進黨民調顯示有九成二民眾認為政府應該保障勞工權益，遠遠高於新政府推動催討不當黨產、年金改革、司法改革、轉型正義另四項改革議題，顯示全民對於政府維護勞工權益的殷切期待。;問題:有投票權公民需要幾歲以上？1:10歲,2:20歲,3:18歲,4:5歲
2998	2	2:台灣鐵路局	請根據以下輸入回答選擇題，並以數字回答:;說明:中秋節台鐵火車駕駛員醞釀罷工被成功疏解，但是台鐵產業工會不滿與鐵路局協商工時誠意不足，今天召開記者會宣布協商破裂。產業工會表示未來不排除隨時進行抗爭，並且絕對反對台鐵為獲利進行公司化。記者王汝聰報導台鐵產業工會成員上午在台北火車站西二門前舉行記者會，批評台灣鐵路局在與產業工會成員協商兩輪一例以及夜間津貼時誠意不足，完全不予考慮。台鐵產業工會蕭秘書說~~產業工會理事長王傑表示，產業工會在和台鐵協商破裂後，未來不再參與工時協商小組會議，也將針對台鐵自1989年以來片面宣布實施的違法日夜休工時制度拜會勞動部要求解釋，同時在隨時隨地發動抗爭;問題:請問台鐵產業工會與下列哪一個單位協商？1:台灣高鐵,2:台灣鐵路局,3:勞動部,4:台北火車站
10559	3	3:時代力量	請根據以下輸入回答選擇題，並以數字回答:;說明:行政院大陸委員會的相關事宜，未來有可能交由外交及國防委員會審查；陸委會副主委邱垂正表示，陸委會堅持一貫的立場，依據憲法及兩岸人民關係條例來處理大陸事務，不管要去哪個委員會備詢，都尊重立法院的安排。記者朱瑞森報導時代力量黨團日前提出將原本隸屬於立法院內政委員會審查的行政院大陸委員會，改為外交及國防委員會來審查，陸委會副主任委員邱垂正說~tape此外，被問到2015年內政部曾以「同社區陸資買方只能占總戶數10％」為由，拒絕淡水豪宅建案中44位大陸買家過戶，但在520前夕，內政部卻通過該44位買家的訴願案，邱垂正指出，本次會議由內政部地政司召集開會，會議結論就是同意這些買家過戶。他也強調，陸委會一直都有不斷的向對岸釋出善意。;問題:哪一個黨團提出將行政院大陸委員會改為由外交及國防委員會來審查？1:民主進步黨,2:新黨,3:時代力量,4:國民黨
10346	3	3	請根據以下輸入回答選擇題，並以數字回答:;說明:臺中市警局清水分局破獲偽洋酒製造集團，逮捕林姓主嫌等6人，起獲偽洋酒近萬瓶，市價約新臺幣兩千多萬元。記者　陳怡伶　報導#Tape臺中市清水區一處鐵皮工廠去年發生火警，延燒出疑似假酒風暴。清水警分局在廠房內，發現大批洋酒成品及半成品，送驗後確認是偽洋酒。案經臺中地檢署檢察官鐘祖聲指揮清水分局聯合保七總隊第三大隊第二中隊、嘉義市警局刑警大隊、臺中市政府財政局菸酒管理課等單位組成專案小組共同偵辦，調查發現以林姓嫌犯為首的偽洋酒製造集團，於火警發生後，即另起爐灶，租下彰化市彰南路等地，堆積假洋酒，販賣對象遍及苗栗、臺中、彰化及嘉義等地的菸酒專賣店。歷經九個月追查，專案小組於23日將林姓主嫌等6人查緝到案，當場查扣幾可亂真的偽洋酒近萬瓶，市價約新臺幣兩千多萬元。清水分局偵查隊副隊長李國興說==SO==全案訊後，依詐欺、偽造文書、商標法、菸酒管理法等罪，移送臺中地檢署偵辦。;問題:清水警分局在廠房內，發現什麼？1:啤酒,2:紅酒,3:偽洋酒,4:毒品
5002	4	4:不知道	請根據以下輸入回答選擇題，並以數字回答:;說明:悟空抱著頭，皺眉縮臉，連說“厲害”。八戒說：“不曾見你受傷，怎麼頭疼?”悟空哼哼著說：“我一棒破了她叉勢，正要打死她，她把屁股一撅，也不知用什麼兵器在我頭上紮一下。我老孫銅頭鐵腦，當年玉帝用斬妖刀、雷楔也沒傷我頭皮，老君的八卦爐也沒燒壞我，這女人倒把我頭紮傷了。”八戒取笑說：“我的胎前產後病倒沒害，你弄了個腦門癰了。”沙僧說：“二哥休要取笑，大哥傷了頭，又不知師父死活，怎麼辦?”悟空說：“師父沒事。”就說了在洞中所見。;問題:請問女怪用什麼兵器紮傷悟空的頭?1:玉刃,2:鐵針,3:長槌,4:不知道
4387	1	3	請根據以下輸入回答選擇題，並以數字回答:;說明:史進不知去哪兒了，李忠只好獨自逃出渭州。到桃花山下，碰上山寨大王劫路。大王不是他的對手，請他上山讓他做了寨主。;問題:請問大王請誰上山做寨主？1:李忠,2:魯達,3:史進,4:智真
8855	4	4:馮先生	請根據以下輸入回答選擇題，並以數字回答:;說明:  到下午，一切都齊備了，只等次日廚子來落座兒。劉四爺各處巡視了一番，處處花紅柳綠，自己點了點頭。當晚，他去請了天順煤鋪的先生給管賬，先生姓馮，山西人，管賬最仔細。馮先生馬上過來看了看，叫祥子去買兩份紅賬本，和一張順紅箋。把紅箋裁開，他寫了些壽字，貼在各處。劉四爺覺得馮先生真是心細，當時要再約兩手，和馮先生打幾圈麻將。;問題:請問劉四爺覺得誰真是心細？1:祥子,2:廚子,3:兩首,4:馮先生
7862	4	4:江流	請根據以下輸入回答選擇題，並以數字回答:;說明:他來到長安，先認了外公外婆，殷開山就奏明天子，剿滅賊人，救出殷氏。陳光蕊被海龍王收留，得知已報了冤仇，就 還了陽，闔家團聚。殷開山讓外孫還俗，好享榮華富貴，江流卻拋卻富貴，情願終身為僧。太宗知道玄奘法師的經歷，高興 萬分，就封玄奘為天下大闡都僧綱的官爵，御賜五彩織金袈裟一件、毗盧帽一頂，選定良辰吉日，到化生寺講經說法。;問題:請問誰拋卻富貴，情願終身為僧？1:陰開山,2:太宗,3:陳光蕊,4:江流
6632	4	4:以上皆是	請根據以下輸入回答選擇題，並以數字回答:;說明:彰化縣衛生局公佈第一波年節食品抽驗結果，有7件竹笙、金針等乾貨違規，其中又以雲林生產的鹹菜，漂白劑二氧化硫超標18倍，容易讓氣喘及過敏體質的民眾引發不舒服的症狀。記者黃俊偉的報導。彰化縣衛生局第一波針對豆製品、堅果、肉加工品、脫水蔬菜及蜜餞等8大類產品，到大賣場、超市、食材盤商抽驗108件年節食品，食品衛生科長林毓芬指出，檢驗結果發現，違規率有6.5%，除了一件國外進口的紅棗，得克利農藥殘留超標16倍之外，其餘都是國內生產的乾貨及醃漬產品。===SO===林科長強調，這次有4成的脫水蔬菜檢出二氧化硫超量，亞硫酸鹽雖然是合法的食品添加物，但對氣喘患者可能誘發氣喘等不舒服的症狀，建議消費者選購乾貨時，不要買太白、太鮮豔或有異味的產品，烹調前，可以用清(溫)水浸泡 30 分鐘，沖洗後再下鍋，並開蓋烹煮，讓二氧化硫揮發，減少殘留。警廣記者黃俊偉彰化市報導。;問題:彰化縣衛生局公佈第一波年節食品抽驗結果，有那些乾貨違規？1:竹笙,2:金針,3:鹹菜,4:以上皆是
9806	2	2:飛虎隊及八二三砲戰	請根據以下輸入回答選擇題，並以數字回答:;說明:國防部圖書館與美國史丹福大學胡佛研究所今天簽訂軍事史料交流合作備忘錄，未來將共同出版軍事史料書籍、互相提供史料展覽及舉辦軍事史學研討會。記者王汝聰報導美國史丹福大學胡佛研究所因為保存兩位前總統蔣中正及蔣經國日記而聞名。國防部上午由常務次長柏鴻輝中將與史丹福大學胡佛研究所副所長魏肯博士共同簽署合作備忘錄，雙方同意未來將致力史料交流、共同出版、舉辦展覽及學術研討會。常務次長柏鴻輝舉飛虎隊及八二三砲戰與美方關係密切的歷史事件為例，說明本項合作對於國軍充實軍事史料的價值~~胡佛研究所副所長魏肯博士致詞時指出，他在孩提時期在學校教科書就讀過國軍在金門及馬祖抵抗中共進犯的故事，很高興後來他終於有機會踏上金馬土地，領略全球知名的戰地風光。他也期待未來雙方學者能夠多多互訪進行研究，發掘出更多世人關心的軍事史實。;問題:常務次長柏鴻輝舉出哪兩項與美方關係密切的歷史事件，說明本項合作對於國軍充實軍事史料的價值？1:古寧頭砲戰及八二三砲戰,2:飛虎隊及八二三砲戰,3:二次世界大戰及國共內戰,4:國共內戰及八二三砲戰
3789	4	4:大唐征西	請根據以下輸入回答選擇題，並以數字回答:;說明:走了半天，只見前面有座高山。伯欽說：“那山就是兩界山，過了山，就不是大唐的地界了，山那邊的野獸也不服我管，你自己去吧。”唐僧正害怕，只聽有人高叫：“我師父來了，我師父來了。”把三藏又嚇了個半死。伯欽說：“長老別怕，這叫的想必是山下石匣中的老猿猴。”唐僧問：“什麼老猿猴?”伯欽說：“聽老輩人說，王莽篡漢時，天降此山，壓著一個神猴。此山原叫五行山，大唐征西，改名兩界山。長老別怕，咱們去看看。”;問題:請問五行山何時改名叫兩界山1:王莽篡漢,2:三國相爭,3:隋末唐初,4:大唐征西
13049	3	3:李	請根據以下輸入回答選擇題，並以數字回答:;說明:台南檢警會同高雄警方日前在台南、高雄兩地破獲以李姓、方姓藥頭為首的販毒集團，起獲近一公斤安非他命毒品、近千顆搖頭丸與威而剛壯陽藥物。記者魏晶妮台南報導台南地檢署檢察官１號指揮南市善化警分局、第五分局及高雄湖內警分局偵查隊，在台南市、高雄市等多處搜索，帶回26歲李姓、29歲方姓藥頭2人及多名藥腳。查扣安非他命969.63公克、搖頭丸967顆、愷他命66.41公克、大麻10.73公克、現金29800元、威而剛藥丸6080顆、威而剛藥包123包、壯陽藥944顆、進口小客車2輛、大批毒品吸食器等物證。根據了解，這個販毒集團是南、高兩地毒品市場與同志圈頗出名的毒品供應站，地檢署襄閱主任檢察官陳建弘說———。全案，李姓藥頭檢察官向法院聲請羈押獲准；另一名方姓藥頭，則十萬元交保。;問題:文中26歲藥頭姓氏為何？1:洪,2:黃,3:李,4:陳
7545	3	4	請根據以下輸入回答選擇題，並以數字回答:;說明:抬頭看見北牆上掛著四幅大屏，草書寫得龍飛鳳舞，出色驚人，下面卻是雙款：上寫著「西峰柱史正非」，下寫著「黃龍子呈稿」。草字雖不能全識，也可十得八九。仔細看去，原來是六首七絕詩，非佛非仙，咀嚼起來，倒也有些意味。;問題:大屏上寫什麼？1:五言絕句,2:五言律詩,3:七言絕句,4:七言律詩
2515	1	1	請根據以下輸入回答選擇題，並以數字回答:;說明:陳良基部長表示，基礎研究是科技發展的基石，近十年來政府每年編列基礎研究的經費並無太大變動，。有關院士對於政府經費不足的擔憂，科技部除了推動各項加值方案槓桿資源，盡力將產業力量拉進校園，也會滾動檢討，如經費確有不足，會向行政院請求支持;問題:對於經費不足的隱憂，科技部將如何回應?1:推動各項加值方案槓桿資源,2:推動科技部週邊商品,3:尋求國外企業贊助,4:開直播尋求民眾捐款
2991	1	1:陳松柏	請根據以下輸入回答選擇題，並以數字回答:;說明:國立空中大學今天歡慶30周年校慶，眾多貴賓、校友出席典禮。空大校長陳松柏表示，空大未來將從學位市場延伸到非學位市場，朝向數位化、社區化、國際化發展，期許空大成為國人永遠的終身學習學府。記者馮馨儀報導~TAPE1國立空中大學校長陳松柏帶領空大前幾任校長及貴賓，一同歡唱生日歌，祝空大30歲生日快樂。空大成立以來已經累積180幾萬人次選修空大課程，6萬多人取得學士學位，其中不乏取得雙學位、姐妹檔、夫妻檔、藝人、警消人員、身心障礙者等。空大校長陳松柏表示，未來民眾不只要有學位還要有學力，能夠應付職場、生活需求，因此空大將著力於非學位市場，並延伸到研究所領域~TAPE2空大表揚49位模範群英校友，包括藝人白冰冰、澎湖前縣長王乾發等人。白冰冰民國91年加入空大學習行列，在演藝工作繁忙之餘仍積極向學，用四年半時間取得空大生活科學系學位。經歷喪女之痛的她也靠著空大的課程學會釋懷、放下心中的痛，正面迎向未來~TAPE3陳松柏也為空大許下生日願望，期許空大成為國人永遠的終身學習學府;問題:請問空大校長者為何人？1:陳松柏,2:陳松勇,3:白冰冰,4:王乾發
1579	3	3	請根據以下輸入回答選擇題，並以數字回答:;說明:故宮南院免費入園入館方案從（105）年11月15日開始，106年8月31日結束，日後嘉義民眾可持身分證件免費入園入館。故宮博物院南部院區公關鄭麗蓉說**故宮南院回饋在地民眾，實屬合乎情理，如今縣府再度爭取，終於可以嘉惠更多人，這樣的免費入園試辦方案出爐，可說符合了嘉義地區民眾長久以來的期望，不過在此也提醒大家博物館區，每週一是休館，千萬不要白跑一趟。警廣記者周宥騫嘉義縣報導;問題:誰可以免費進入故宮南院參觀1:台北人,2:台南人,3:嘉義民眾,4:高雄人
5571	2	2	請根據以下輸入回答選擇題，並以數字回答:;說明:一個月的薪水，預先支來了，原想在極枯燥、極窮困的環境中，得些異性的安慰，現在所得到的，卻是淒慘。那十塊錢經這兩天的浪費，差不多都花光了，這一個月的衣食住問題，卻又到何處找款子來填補？自己實在是錯誤了，很不容易地得了這慈善會一種職務，安安分分地過去好了，何必又要想什麼異性的調劑？可是，自己是二十八歲的人了，青春幾乎是要完全過去，人生所謂愛情，所謂家庭，都在窮困裡面消磨過去了。;問題:請問根據此段文章，文中人物希望得到誰的安慰？1:鄰居,2:異性,3:同性,4:親人
8820	4	4:三十幾塊	請根據以下輸入回答選擇題，並以數字回答:;說明:    到屋中，他先數了數那幾張票子；數了兩三遍，手心的汗把票子攥得發粘，總數不利落。數完，放在了悶葫蘆罐兒里。坐在床沿上，呆呆的看著這個瓦器，他打算什麼也不去想；有錢便有辦法，他很相信這個撲滿會替他解決一切，不必再想什麼。御河，景山，白塔，大橋，虎妞，肚子……都是夢；夢醒了，撲滿里卻多了三十幾塊錢，真的！;問題:請問夢醒之後撲滿裡多了幾塊錢？1:二十幾塊,2:十幾塊,3:四十幾塊,4:三十幾塊
7530	2	2	請根據以下輸入回答選擇題，並以數字回答:;說明:到了十二點半鐘，看那臺上，從後臺簾子裡面，出來一個男人。穿了一件藍布長衫，長長的臉兒，一臉疙瘩，彷彿風乾福橘皮似的，甚為醜陋，但覺得那人氣味到還沉靜。;問題:下列對何者的形容未出現在這段話？1:長相,2:談吐,3:穿著,4:氣質
1671	1	1	請根據以下輸入回答選擇題，並以數字回答:;說明:五名被告分別是維冠公司負責人林明輝建築師鄭進貴、張魁寶、維冠建設設計部經理洪仙汗、大合鑽探技術顧問公司結構技師鄭東旭。四月分遭地檢署依業務過失致死等罪嫌提起公訴，台南地方法院下午宣判，五人都判處最高的五年徒刑併科九萬罰金，行政庭長郭貞秀說───下午宣判維冠大樓受害者李宗典和姐姐李肅椊跟部分家屬都到場聆判，對於結果表示不滿，李肅椊說───他表示後續會追求屬於他們公平正義。;問題:下列何者非文章中維冠金龍大樓因南台大地震而倒榻的原因之一1:土壤液化,2:涉及設計不當,3:變更設計,4:偷工減料
12965	1	1:蔡英文	請根據以下輸入回答選擇題，並以數字回答:;說明:立法院完成年金改革3大法案修正，總統蔡英文表示，可省下1.4兆，挹注公教基金，維持一個世代30年的財務穩健。她感謝所有現職和退休的公教同仁扮演中流砥柱，幫國家度過難關。記者林郁青報導。立法院臨時會繼先前通過《公務人員退休資遣撫卹法》及《公立學校教職員退休資遣撫卹條例》修法後，30號也通過《政務人員退職撫卹條例》。總統蔡英文表示，調降公教人員所得替代率，把18%優存調降或取消，並延後請領年齡，年金破產終於不再是迫切危機：「tape~」總統也呼籲，不要用非理性言語攻擊特定立委或其他人，她強調，改革壓力她會承擔，所有責難到她為止。總統感謝年改委員會、考試院、行政院各部會和立院執政黨團的辛勞，及國會審議過程在野各黨團提供的修正意見，她相信歷史會記住第九屆立法院的貢獻。總統認為，民主不只是價值，更是解決爭議的方法，台灣再次因民主而偉大。至於軍人的年改還未送立院審議，目前正由國防部草擬版本。;問題:文中的總統是誰？1:蔡英文,2:馬英九,3:陳水扁,4:蔣經國
6676	4	4:以上皆是	請根據以下輸入回答選擇題，並以數字回答:;說明:寒冬裡的一股暖流！一位不願具名的計程車駕駛，一早(12號)將乘客遺忘在車上，裝有超過10萬元現金與行動電話的提袋與皮包送到警廣服務中心招領，同仁積極透過各種管道連繫上正要出國的失主陳小姐，前後不到一個小時，就將失物領回。記者劉碧薇報導------這位不願具名的計程車駕駛表示，他是在12號淩晨清車發現，車後座行李枱上方有個大紙袋和皮包，打開一看，裡面有多張信用卡、手機、美金和台幣10多萬，他研判是晚間9點多的3位乘客的物品，於是一早就送到警廣服務中心招領。服務中心同仁透過信用卡銀行協助連絡失主陳小姐，不到一個小時，就領回失物。陳小姐說，十萬塊是要繳信用卡帳單的錢，而且馬上就要飛上海出差，這種即時失而復得的感覺真好------陳小姐說，下車時，他和同事還互相確認東西是不是帶下車，沒想到還是落了最重要的一包。這位好心的駕駛也說，失主真的很幸運，在他們之後還陸續載了六七名客人，但都沒有被拿走。年關將近，也呼籲民眾，隨時注意身邊財物，不要忘了帶走。;問題:文中的計程車司機於車上發現什麼？1:信用卡,2:現金,3:手機,4:以上皆是
11911	3	3:一例一休	請根據以下輸入回答選擇題，並以數字回答:;說明:一例一休上路後衝擊各行各業甚鉅，其中護理人員除了超時工作外，更沒能擁有休假主導權，護理團體呼籲勞動部及衛福部能有更積極的作為，改善護理人員惡劣的工作環境。記者朱瑞森報導台灣護理產業工會、台灣勞工陣線等團體針對2017年台灣護理人員職場一例一休的狀況進行調查，發現一例一休實施後，雖然護理師的每日平均工時有稍微減少，但超時情形仍然存在，在休假的選擇上也身不由己，台灣護理產業工會理事長盧孳艷說~TAPE台灣職業安全健康連線理事長黃怡翎質疑，護理人員向來是高工時嚴重的受害族群，在一例一休修法後，工時雖然有下降，但在人力沒有增加的情況下減少工時，醫療需求沒有減少，反而讓護理人員負擔的病患數量及壓力更大，讓工作環境更加嚴峻，希望政府機關能夠正視護理人員的工作權益。;問題:什麼法條上路後衝擊各行各業甚鉅，其中護理人員除了超時工作外，更沒能擁有休假主導權？1:以核養綠,2:同性婚姻合法,3:一例一休,4:公共住宅
9429	3	3:二三十戶	請根據以下輸入回答選擇題，並以數字回答:;說明:話說陝西同州府朝邑縣，城南三十四地方，原有一個村莊。這莊內住的只有趙、方二姓，並無他族。這莊叫小不小，叫大不大，也有二三十戶人家。祖上世代務農。到了姓趙的爺爺手裡，居然請了先生，教他兒子攻書，到他孫子，忽然得中一名黌門秀士。;問題:請問這莊裡大約有幾戶人家？1:五六戶,2:十多戶,3:二三十戶,4:三四十戶
2488	1	1:對大自然的禮讚	請根據以下輸入回答選擇題，並以數字回答:;說明:就旅遊言，一旦站在千丘萬壑的大峽谷前感到自己渺如蟻螻，還有什麼時候你能如此心甘情願地卑微下來，享受大化的赫赫天威？又嘗記得一次夏夜，臥在沙灘上看滿天繁星如雨陣如箭鏃，一時幾乎驚得昏呆過去，有一種投身在偉大之下的絕望，知道人類永永遠遠不能去逼近那百萬光年之外的光體，這份絕望使我一想起來仍覺興奮昂揚。;問題:下列何者最接近本段的意思?1:對大自然的禮讚 ,2:對往日時光的懷念 ,3:對生命起源的探索,4:讀萬卷書也要行千里路英國
792	1	1:灰色	請根據以下輸入回答選擇題，並以數字回答:;說明:為了推動加密網站的轉換，Google 先後推出各種措施來「威逼利誘」。今天 Chrome 安全產品經理 Emily Schechter 更預告了將在 9 月推出的 Chrome 69 中，將不會刻意標示加密網頁為「安全」，意即 Chrome 瀏覽器的網址列左方那個「安全」字樣將不會在 HTTPS 的網頁出現，因為他們認為現今網頁應該預設已經受 HTTPS 加密保護。反之，仍是 HTTP 的網頁卻會被標記為「不安全」，讓其效果更加突出。更進一步的是由 10 月開始，當要在 HTTP 網頁裡輸入資料的話，Chrome 的「不安全」告示更會由灰色轉為紅色，變得更能吸引使用者的注意;問題:Chrome 的「不安全」告示更會由什麼顏色轉為紅色?1:灰色,2:綠色,3:藍色,4:黃色
13165	3	3:民航局	請根據以下輸入回答選擇題，並以數字回答:;說明:端午假期展開，交通部表示即日起到5月31號，台灣本島與離島間，及金馬小三通等船舶航線，預估可提供33萬3,854人次的運能。另外，國內航空運能預估可提供15萬4150個機位，整體運能較去年端午假期增加6%。記者馮馨儀報導交通部航政司副司長葉協隆表示，今年端午連續假期，航空公司國內航線將開出1649架次的航班，預計提供15萬4150個機位，與去年端午假期相較，離島航線運能增加7.5%，其中馬祖航班運能增加20%，澎湖增加9%，根據民航局目前掌握的訂票狀況，28號及29號部分離島航線還有機位，民眾可以多加把握~TAPE葉協隆也提到，澎湖馬公機場屬於軍民合用機場，為提高端午運能，民航局也與國防部協調將機場宵禁時間由晚上十點延到十二點。在海運部分，航港局預估端午假期，提供本島與離島間8條航線及金馬小三通4條航線，固定開航共1,344航次，可提供33萬3,854人次的運能。;問題:請問哪個單位可以掌握國內航線訂票狀況？1:航政司,2:馬公機場,3:民航局,4:國防部
6254	3	3	請根據以下輸入回答選擇題，並以數字回答:;說明:述農道：「這位總巡，專門仗著官勢，行他的私政。從前做上海西門巡防局委員的時候，他的一個小老婆，受了他的委屈，吃生鴉片煙死了。他恨的了不得，就把他該管地段的煙館，一齊禁絕了。外面看著，不是又是德政麼？誰知他內裡有這麼個情節，至於他禁婦女吃茶一節的話，更是醜的了不得。;問題:總巡為何關閉煙館？1:施行德政,2:小老婆討厭鴉片,3:因為小老婆吃生鴉片煙死了,4:討厭鴉片
11232	4	2:450台斤	請根據以下輸入回答選擇題，並以數字回答:;說明:又查獲黑心豆芽菜！新北市衛生局會同市調處及食藥署，在五股及泰山區2家工廠，查獲違法使用工業用漂白劑「低亞硫酸鈉」添加在豆芽菜製程中，除了依法將查扣的2193公斤豆芽菜全數銷毀外，也將對2家業者開罰3萬到300萬元。  記者 高詩琪的報導  新北市衛生局28號凌晨會同市調處及食藥署兵分二路前往五股區與泰山區無招牌的豆芽菜製造廠查核，針對現場製造的泡水豆芽菜進行快篩檢測，結果都呈現陽性反應，兩家製造廠的負責人都坦承，分別從民國94年及104年起，就開始添加低亞硫酸鈉用來漂白豆芽菜，現場共封存2193.6公斤的豆芽菜；2家業者聲稱所製造的豆芽菜產品都銷往傳統果菜市場，其中泰山區業者每日販售約600-700台斤；五股區業者每天販售更多達2000台斤，衛生局科長劉君豪說~~，衛生局呼籲，一般生鮮未漂白的豆芽菜呈現黃色或棕色，建議民眾在選購豆芽菜時，應避免購買外觀過白、且聞起來有異味的豆芽菜，如果仍不放心，食用前用清水浸泡，多次換水，烹煮時將鍋蓋打開，以幫助殘餘物質揮發。;問題:請問泰山區業者每日販售約幾台斤的豆芽菜？1:350台斤,2:450台斤,3:550台斤,4:650台斤
5932	2	2:雙手空空	請根據以下輸入回答選擇題，並以數字回答:;說明:這時小南跑過來相叫，只得站住了腳，點著頭道：「府上就住在這裡嗎？」小南道：「拐過彎去，就是我家，我父親母親全知道了，要請你到我家去談談。」士毅道：「和你站在一處的那個人……」小南點頭道：「對了，那就是我媽。」士毅心裡揣想著，她的父母，當然和她差不多，也是衣衫襤褸，身上很髒的，卻料不到餘氏除了那個髒字而外，臉上還掛有一臉的凶相，這樣一個婦人，卻是不惹她也罷，便笑道：「我空著兩隻手，怎好到你家去呢？」小南道：「那要什麼緊？你又不是一個婦道？你若是個婦道，就應該手上帶了紙包的東西到人家去。」;問題:請問根據此段文章，洪士毅如何委婉拒絕小南子的邀約？1:身分不適合,2:雙手空空,3:工作還沒做完,4:與他人有約
